Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,N_steps,Mean Score
2285,0.00025,64,0.99,0.95,1069,24.02
2286,0.00025,64,0.99,0.95,3063,34.7
2287,0.00025,64,0.99,0.95,2466,27.76
2288,0.00025,64,0.99,0.95,1226,28.74
2289,0.00025,64,0.99,0.95,2763,33.36
2290,0.00025,64,0.99,0.95,3917,33.82
2291,0.00025,64,0.99,0.95,1141,26.4
2292,0.00025,64,0.99,0.95,3721,32.12
2293,0.00025,64,0.99,0.95,3225,33.58
2294,0.00025,64,0.99,0.95,1266,25.32
2295,0.00025,64,0.99,0.95,2813,27.78
2296,0.00025,64,0.99,0.95,1287,30.88
2297,0.00025,64,0.99,0.95,2473,27.08
2298,0.00025,64,0.99,0.95,3112,30.78
2299,0.00025,64,0.99,0.95,1422,24.92
2300,0.00025,64,0.99,0.95,3261,29.84
2301,0.00025,64,0.99,0.95,3488,34.64
2302,0.00025,64,0.99,0.95,3989,30.56
2303,0.00025,64,0.99,0.95,528,28.5
2304,0.00025,64,0.99,0.95,822,26.08
2305,0.00025,64,0.99,0.95,2486,28.16
2306,0.00025,64,0.99,0.95,3266,27.72
2307,0.00025,64,0.99,0.95,689,26.8
2308,0.00025,64,0.99,0.95,2976,27.34
2309,0.00025,64,0.99,0.95,3619,32.1
2310,0.00025,64,0.99,0.95,1995,32.76
2311,0.00025,64,0.99,0.95,2997,28.06
2312,0.00025,64,0.99,0.95,2988,31.86
2313,0.00025,64,0.99,0.95,3375,30.24
2314,0.00025,64,0.99,0.95,1259,25.76
2315,0.00025,64,0.99,0.95,3186,29.46
2316,0.00025,64,0.99,0.95,3912,30.28
2317,0.00025,64,0.99,0.95,1684,27.08
2318,0.00025,64,0.99,0.95,825,26.26
2319,0.00025,64,0.99,0.95,3654,30.16
2320,0.00025,64,0.99,0.95,3053,32.56
2321,0.00025,64,0.99,0.95,863,27.68
2322,0.00025,64,0.99,0.95,3792,31.9
2323,0.00025,64,0.99,0.95,1098,25
2324,0.00025,64,0.99,0.95,1005,25.82
2325,0.00025,64,0.99,0.95,3389,29.56
2326,0.00025,64,0.99,0.95,1615,25.12
2327,0.00025,64,0.99,0.95,1857,29.26
2328,0.00025,64,0.99,0.95,1959,25.34
2329,0.00025,64,0.99,0.95,2842,26.46
2330,0.00025,64,0.99,0.95,2887,30.86
2331,0.00025,64,0.99,0.95,3889,30.96
2332,0.00025,64,0.99,0.95,2348,28.8
2333,0.00025,64,0.99,0.95,667,24.98
2334,0.00025,64,0.99,0.95,3345,33.48
2335,0.00025,64,0.99,0.95,2585,23.94
2336,0.00025,64,0.99,0.95,1852,24.76
2337,0.00025,64,0.99,0.95,795,25.82
2338,0.00025,64,0.99,0.95,1284,26.68
2339,0.00025,64,0.99,0.95,2653,28.06
2340,0.00025,64,0.99,0.95,559,30.72
2341,0.00025,64,0.99,0.95,2676,24.82
2342,0.00025,64,0.99,0.95,1722,26.36
2343,0.00025,64,0.99,0.95,2946,25.14
2344,0.00025,64,0.99,0.95,3564,36.4
2345,0.00025,64,0.99,0.95,3937,27.42
2346,0.00025,64,0.99,0.95,1840,28.26
2347,0.00025,64,0.99,0.95,2021,29.82
2348,0.00025,64,0.99,0.95,1173,25.22
2349,0.00025,64,0.99,0.95,606,23.96
2350,0.00025,64,0.99,0.95,808,27.1
2351,0.00025,64,0.99,0.95,830,31.2
2352,0.00025,64,0.99,0.95,1766,29.2
2353,0.00025,64,0.99,0.95,914,25.4
2354,0.00025,64,0.99,0.95,1516,25.7
2355,0.00025,64,0.99,0.95,2779,32.5
2356,0.00025,64,0.99,0.95,2218,27.42
2357,0.00025,64,0.99,0.95,2313,27.22
2358,0.00025,64,0.99,0.95,1501,25.22
2359,0.00025,64,0.99,0.95,899,25.24
2360,0.00025,64,0.99,0.95,3973,35.28
2361,0.00025,64,0.99,0.95,1473,23.52
2362,0.00025,64,0.99,0.95,1376,29.42
2363,0.00025,64,0.99,0.95,3076,25.96
2364,0.00025,64,0.99,0.95,2878,31.08
2365,0.00025,64,0.99,0.95,3005,26.3
2366,0.00025,64,0.99,0.95,1443,25.74
2367,0.00025,64,0.99,0.95,2714,31.42
2368,0.00025,64,0.99,0.95,1271,26.58
2369,0.00025,64,0.99,0.95,2945,33.22
2370,0.00025,64,0.99,0.95,680,27.94
2371,0.00025,64,0.99,0.95,743,30.42
2372,0.00025,64,0.99,0.95,1577,23.24
2373,0.00025,64,0.99,0.95,1198,25.22
2374,0.00025,64,0.99,0.95,2260,27.74
2375,0.00025,64,0.99,0.95,2792,26.94
2376,0.00025,64,0.99,0.95,2940,28.78
2377,0.00025,64,0.99,0.95,3938,28.84
2378,0.00025,64,0.99,0.95,2200,26.5
2379,0.00025,64,0.99,0.95,3866,31.12
2380,0.00025,64,0.99,0.95,2226,24.58
2381,0.00025,64,0.99,0.95,1842,29.96
2382,0.00025,64,0.99,0.95,779,28.1
2383,0.00025,64,0.99,0.95,1088,30.04
2384,0.00025,64,0.99,0.95,3127,31.52
2385,0.00025,64,0.99,0.95,1352,28.98
2386,0.00025,64,0.99,0.95,2414,26.32
2387,0.00025,64,0.99,0.95,829,26.46
2388,0.00025,64,0.99,0.95,2094,26.44
2389,0.00025,64,0.99,0.95,3531,28.92
2390,0.00025,64,0.99,0.95,868,25.62
2391,0.00025,64,0.99,0.95,2106,29.04
2392,0.00025,64,0.99,0.95,1834,27.46
2393,0.00025,64,0.99,0.95,907,28.56
2394,0.00025,64,0.99,0.95,683,28.14
2395,0.00025,64,0.99,0.95,1963,27.62
2396,0.00025,64,0.99,0.95,2076,27.4
2397,0.00025,64,0.99,0.95,3531,32.88
2398,0.00025,64,0.99,0.95,3411,29.88
2399,0.00025,64,0.99,0.95,2753,29.72
2400,0.00025,64,0.99,0.95,1256,27.26
2401,0.00025,64,0.99,0.95,1838,32.38
2402,0.00025,64,0.99,0.95,1612,32.04
2403,0.00025,64,0.99,0.95,883,28.58
2404,0.00025,64,0.99,0.95,757,24.16
2405,0.00025,64,0.99,0.95,1739,25.72
2406,0.00025,64,0.99,0.95,3531,27.94
2407,0.00025,64,0.99,0.95,2349,27.36
2408,0.00025,64,0.99,0.95,838,28.34
2409,0.00025,64,0.99,0.95,3607,29.78
2410,0.00025,64,0.99,0.95,1657,25.66
2411,0.00025,64,0.99,0.95,835,29.38
2412,0.00025,64,0.99,0.95,1868,29.48
2413,0.00025,64,0.99,0.95,1489,25.8
2414,0.00025,64,0.99,0.95,3511,32.42
2415,0.00025,64,0.99,0.95,3118,28.02
2416,0.00025,64,0.99,0.95,1177,24.22
2417,0.00025,64,0.99,0.95,1004,24.64
2418,0.00025,64,0.99,0.95,3829,27.38
2419,0.00025,64,0.99,0.95,2594,31.28
2420,0.00025,64,0.99,0.95,3200,35.46
2421,0.00025,64,0.99,0.95,3717,31.36
2422,0.00025,64,0.99,0.95,3659,30.94
2423,0.00025,64,0.99,0.95,2386,30.14
2424,0.00025,64,0.99,0.95,3943,28.94
2425,0.00025,64,0.99,0.95,3156,29.56
2426,0.00025,64,0.99,0.95,2875,29.04
2427,0.00025,64,0.99,0.95,2297,30.76
2428,0.00025,64,0.99,0.95,1931,26.48
2429,0.00025,64,0.99,0.95,1553,28.28
2430,0.00025,64,0.99,0.95,2984,25.82
2431,0.00025,64,0.99,0.95,1515,29.66
2432,0.00025,64,0.99,0.95,3135,27.98
2433,0.00025,64,0.99,0.95,2348,28.76
2434,0.00025,64,0.99,0.95,2563,30.18
2435,0.00025,64,0.99,0.95,1619,29.52
2436,0.00025,64,0.99,0.95,1419,27.1
2437,0.00025,64,0.99,0.95,3076,33.66
2438,0.00025,64,0.99,0.95,1245,29.54
2439,0.00025,64,0.99,0.95,2595,32.66
2440,0.00025,64,0.99,0.95,762,28.46
2441,0.00025,64,0.99,0.95,1074,25.88
2442,0.00025,64,0.99,0.95,2870,26.46
2443,0.00025,64,0.99,0.95,2744,29.2
2444,0.00025,64,0.99,0.95,2609,28.94
2445,0.00025,64,0.99,0.95,3576,29.82
2446,0.00025,64,0.99,0.95,1371,28.88
2447,0.00025,64,0.99,0.95,1209,25.06
2448,0.00025,64,0.99,0.95,3768,28.02
2449,0.00025,64,0.99,0.95,3144,31.34
2450,0.00025,64,0.99,0.95,1020,28
2451,0.00025,64,0.99,0.95,3998,35.36
2452,0.00025,64,0.99,0.95,1480,27.06
2453,0.00025,64,0.99,0.95,762,23.32
2454,0.00025,64,0.99,0.95,3085,31.92
2455,0.00025,64,0.99,0.95,1899,28.76
2456,0.00025,64,0.99,0.95,899,30.54
2457,0.00025,64,0.99,0.95,1641,28.06
2458,0.00025,64,0.99,0.95,3245,27.32
2459,0.00025,64,0.99,0.95,3123,27.86
2460,0.00025,64,0.99,0.95,638,33.88
2461,0.00025,64,0.99,0.95,2853,26.34
2462,0.00025,64,0.99,0.95,2586,27.04
2463,0.00025,64,0.99,0.95,1192,27.42
2464,0.00025,64,0.99,0.95,2029,34.84
2465,0.00025,64,0.99,0.95,3431,28.98
2466,0.00025,64,0.99,0.95,1375,27.68
2467,0.00025,64,0.99,0.95,719,28.48
2468,0.00025,64,0.99,0.95,554,25.84
2469,0.00025,64,0.99,0.95,1105,28.44
2470,0.00025,64,0.99,0.95,562,26.28
2471,0.00025,64,0.99,0.95,2702,33.2
2472,0.00025,64,0.99,0.95,1050,30.38
2473,0.00025,64,0.99,0.95,1120,27.2
2474,0.00025,64,0.99,0.95,1306,26.84
2475,0.00025,64,0.99,0.95,3358,30.84
2476,0.00025,64,0.99,0.95,3214,28.02
2477,0.00025,64,0.99,0.95,3888,33.46
2478,0.00025,64,0.99,0.95,2920,30.16
2479,0.00025,64,0.99,0.95,3354,34.38
2480,0.00025,64,0.99,0.95,2400,25.98
2481,0.00025,64,0.99,0.95,2974,29.6
2482,0.00025,64,0.99,0.95,3090,31.92
2483,0.00025,64,0.99,0.95,2204,25.44
2484,0.00025,64,0.99,0.95,1937,26.84
2485,0.00025,64,0.99,0.95,3227,33.12
2486,0.00025,64,0.99,0.95,791,29.74
2487,0.00025,64,0.99,0.95,2459,28.7
2488,0.00025,64,0.99,0.95,3120,33.28
2489,0.00025,64,0.99,0.95,808,26.44
2490,0.00025,64,0.99,0.95,2539,27
2491,0.00025,64,0.99,0.95,3422,32.26
2492,0.00025,64,0.99,0.95,928,29.88
2493,0.00025,64,0.99,0.95,3900,27.06
2494,0.00025,64,0.99,0.95,3957,33.44
2495,0.00025,64,0.99,0.95,2814,28.76
2496,0.00025,64,0.99,0.95,2571,30.24
2497,0.00025,64,0.99,0.95,551,28.26
2498,0.00025,64,0.99,0.95,1964,28.2
2499,0.00025,64,0.99,0.95,1793,30.3
2500,0.00025,64,0.99,0.95,1633,33.86
2501,0.00025,64,0.99,0.95,3300,30.68
2502,0.00025,64,0.99,0.95,3685,27.66
2503,0.00025,64,0.99,0.95,3586,34.62
2504,0.00025,64,0.99,0.95,3453,29.24
2505,0.00025,64,0.99,0.95,1270,25.58
2506,0.00025,64,0.99,0.95,3328,33.5
2507,0.00025,64,0.99,0.95,1354,26.5
2508,0.00025,64,0.99,0.95,926,26.84
2509,0.00025,64,0.99,0.95,819,26.94
2510,0.00025,64,0.99,0.95,1033,29.42
2511,0.00025,64,0.99,0.95,1304,27.4
2512,0.00025,64,0.99,0.95,735,26.18
2513,0.00025,64,0.99,0.95,868,31.78
2514,0.00025,64,0.99,0.95,793,22.94
2515,0.00025,64,0.99,0.95,1686,33.58
2516,0.00025,64,0.99,0.95,3916,30.96
2517,0.00025,64,0.99,0.95,3949,35.26
2518,0.00025,64,0.99,0.95,1307,30.66
2519,0.00025,64,0.99,0.95,3748,30.82
2520,0.00025,64,0.99,0.95,964,31.18
2521,0.00025,64,0.99,0.95,1296,30.1
2522,0.00025,64,0.99,0.95,1638,27.52
2523,0.00025,64,0.99,0.95,1964,25.14
2524,0.00025,64,0.99,0.95,1444,26.72
2525,0.00025,64,0.99,0.95,3123,30
2526,0.00025,64,0.99,0.95,534,23.96
2527,0.00025,64,0.99,0.95,3812,30.36
2528,0.00025,64,0.99,0.95,1586,26.04
2529,0.00025,64,0.99,0.95,3448,24.18
2530,0.00025,64,0.99,0.95,928,30.14
2531,0.00025,64,0.99,0.95,1948,26.46
2532,0.00025,64,0.99,0.95,1150,25.6
2533,0.00025,64,0.99,0.95,3463,31.26
2534,0.00025,64,0.99,0.95,3799,37.14
2535,0.00025,64,0.99,0.95,1810,32.08
2536,0.00025,64,0.99,0.95,1144,30.34
2537,0.00025,64,0.99,0.95,3670,28.54
2538,0.00025,64,0.99,0.95,1503,25.98
2539,0.00025,64,0.99,0.95,527,26.56
2540,0.00025,64,0.99,0.95,3403,26.9
2541,0.00025,64,0.99,0.95,2918,28.18
2542,0.00025,64,0.99,0.95,719,24.64
2543,0.00025,64,0.99,0.95,1273,26.08
2544,0.00025,64,0.99,0.95,1648,29.28
2545,0.00025,64,0.99,0.95,3170,31.1
2546,0.00025,64,0.99,0.95,3502,32.74
2547,0.00025,64,0.99,0.95,1056,25.68
2548,0.00025,64,0.99,0.95,1319,29.42
2549,0.00025,64,0.99,0.95,1207,29.9
2550,0.00025,64,0.99,0.95,1236,25.2
2551,0.00025,64,0.99,0.95,2898,29.34
2552,0.00025,64,0.99,0.95,2259,27.32
2553,0.00025,64,0.99,0.95,2000,25.7
2554,0.00025,64,0.99,0.95,3981,27.78
2555,0.00025,64,0.99,0.95,2747,29.6
2556,0.00025,64,0.99,0.95,3553,29.86
2557,0.00025,64,0.99,0.95,2726,26.66
2558,0.00025,64,0.99,0.95,3453,29.24
2559,0.00025,64,0.99,0.95,3103,32.14
2560,0.00025,64,0.99,0.95,1935,26.78
2561,0.00025,64,0.99,0.95,826,27.52
2562,0.00025,64,0.99,0.95,2546,32.4
2563,0.00025,64,0.99,0.95,2969,30.22
2564,0.00025,64,0.99,0.95,867,23.68
2565,0.00025,64,0.99,0.95,1096,28.44
2566,0.00025,64,0.99,0.95,563,28.88
2567,0.00025,64,0.99,0.95,3609,31.42
2568,0.00025,64,0.99,0.95,2880,26.12
2569,0.00025,64,0.99,0.95,1279,30.46
2570,0.00025,64,0.99,0.95,3932,30.68
2571,0.00025,64,0.99,0.95,610,26.62
2572,0.00025,64,0.99,0.95,2156,26.92
2573,0.00025,64,0.99,0.95,1640,28.9
2574,0.00025,64,0.99,0.95,1601,23.96
2575,0.00025,64,0.99,0.95,838,23.62
2576,0.00025,64,0.99,0.95,2466,29.86
2577,0.00025,64,0.99,0.95,3978,33.68
2578,0.00025,64,0.99,0.95,2527,28.66
2579,0.00025,64,0.99,0.95,3042,27.58
2580,0.00025,64,0.99,0.95,3435,32.94
2581,0.00025,64,0.99,0.95,3491,30.22
2582,0.00025,64,0.99,0.95,1638,26.4
2583,0.00025,64,0.99,0.95,1683,24.74
2584,0.00025,64,0.99,0.95,1736,26.02
2585,0.00025,64,0.99,0.95,1233,27.7
2586,0.00025,64,0.99,0.95,1244,25.06
2587,0.00025,64,0.99,0.95,3609,31.56
2588,0.00025,64,0.99,0.95,3003,31.24
2589,0.00025,64,0.99,0.95,660,26.3
2590,0.00025,64,0.99,0.95,3846,30.76
2591,0.00025,64,0.99,0.95,3044,32.06
2592,0.00025,64,0.99,0.95,3235,30.14
2593,0.00025,64,0.99,0.95,3952,24.46
2594,0.00025,64,0.99,0.95,2934,33.38
2595,0.00025,64,0.99,0.95,593,28.26
2596,0.00025,64,0.99,0.95,1295,27.84
2597,0.00025,64,0.99,0.95,537,27.84
2598,0.00025,64,0.99,0.95,2865,28.74
2599,0.00025,64,0.99,0.95,1818,25.96
2600,0.00025,64,0.99,0.95,2870,33.02
2601,0.00025,64,0.99,0.95,2477,30.72
2602,0.00025,64,0.99,0.95,2298,30.38
2603,0.00025,64,0.99,0.95,1852,27.86
2604,0.00025,64,0.99,0.95,1451,27.82
2605,0.00025,64,0.99,0.95,3004,27.98
2606,0.00025,64,0.99,0.95,630,25.62
2607,0.00025,64,0.99,0.95,1223,25.76
2608,0.00025,64,0.99,0.95,2227,29.78
2609,0.00025,64,0.99,0.95,3100,35.02
2610,0.00025,64,0.99,0.95,1973,26.72
2611,0.00025,64,0.99,0.95,1464,30.38
2612,0.00025,64,0.99,0.95,2574,26.6
2613,0.00025,64,0.99,0.95,2385,30.34
2614,0.00025,64,0.99,0.95,1118,28.98
2615,0.00025,64,0.99,0.95,2319,29.14
2616,0.00025,64,0.99,0.95,3163,28.58
2617,0.00025,64,0.99,0.95,1335,26.26
2618,0.00025,64,0.99,0.95,3741,33.14
2619,0.00025,64,0.99,0.95,3922,30.62
2620,0.00025,64,0.99,0.95,2204,29.44
2621,0.00025,64,0.99,0.95,1379,27.54
2622,0.00025,64,0.99,0.95,3390,28.58
2623,0.00025,64,0.99,0.95,1916,25.92
2624,0.00025,64,0.99,0.95,1070,25.74
2625,0.00025,64,0.99,0.95,1967,32.64
2626,0.00025,64,0.99,0.95,3716,30.62
2627,0.00025,64,0.99,0.95,3313,29.4
2628,0.00025,64,0.99,0.95,3355,38.6
2629,0.00025,64,0.99,0.95,1801,30.02
2630,0.00025,64,0.99,0.95,3978,32.56
2631,0.00025,64,0.99,0.95,1198,25.9
2632,0.00025,64,0.99,0.95,1543,26.4
2633,0.00025,64,0.99,0.95,3003,31.94
2634,0.00025,64,0.99,0.95,921,30.6
2635,0.00025,64,0.99,0.95,714,24.76
2636,0.00025,64,0.99,0.95,1706,26.1
2637,0.00025,64,0.99,0.95,2247,23.48
2638,0.00025,64,0.99,0.95,2631,29.46
2639,0.00025,64,0.99,0.95,1460,28.72
2640,0.00025,64,0.99,0.95,3934,33.92
2641,0.00025,64,0.99,0.95,2161,26.36
2642,0.00025,64,0.99,0.95,2980,27.66
2643,0.00025,64,0.99,0.95,2316,26.88
2644,0.00025,64,0.99,0.95,563,26.74
2645,0.00025,64,0.99,0.95,582,28.64
2646,0.00025,64,0.99,0.95,1966,27.8
2647,0.00025,64,0.99,0.95,3446,31.78
2648,0.00025,64,0.99,0.95,3175,30.54
2649,0.00025,64,0.99,0.95,1208,23.68
2650,0.00025,64,0.99,0.95,580,22.02
2651,0.00025,64,0.99,0.95,1573,31.88
2652,0.00025,64,0.99,0.95,3907,30.68
2653,0.00025,64,0.99,0.95,1959,28.92
2654,0.00025,64,0.99,0.95,964,26.34
2655,0.00025,64,0.99,0.95,3166,34.26
2656,0.00025,64,0.99,0.95,2577,33.94
2657,0.00025,64,0.99,0.95,526,24.92
2658,0.00025,64,0.99,0.95,2247,29.84
2659,0.00025,64,0.99,0.95,1119,30.06
2660,0.00025,64,0.99,0.95,1433,28.56
2661,0.00025,64,0.99,0.95,1655,31.56
2662,0.00025,64,0.99,0.95,2057,27.76
2663,0.00025,64,0.99,0.95,747,24.16
2664,0.00025,64,0.99,0.95,2664,29.74
2665,0.00025,64,0.99,0.95,1290,30.54
2666,0.00025,64,0.99,0.95,2517,27.44
2667,0.00025,64,0.99,0.95,619,27.24
2668,0.00025,64,0.99,0.95,2641,27.08
2669,0.00025,64,0.99,0.95,2378,27.76
2670,0.00025,64,0.99,0.95,1525,23.3
2671,0.00025,64,0.99,0.95,2650,30.86
2672,0.00025,64,0.99,0.95,1643,29.96
2673,0.00025,64,0.99,0.95,2009,24.52
2674,0.00025,64,0.99,0.95,1025,23.54
2675,0.00025,64,0.99,0.95,2226,27.04
2676,0.00025,64,0.99,0.95,2238,29.14
2677,0.00025,64,0.99,0.95,3580,27.88
2678,0.00025,64,0.99,0.95,2734,35.62
2679,0.00025,64,0.99,0.95,1382,28.54
2680,0.00025,64,0.99,0.95,677,26.08
2681,0.00025,64,0.99,0.95,1913,25
2682,0.00025,64,0.99,0.95,3718,32.86
2683,0.00025,64,0.99,0.95,1571,28.14
2684,0.00025,64,0.99,0.95,659,28.48
2685,0.00025,64,0.99,0.95,2947,29.22
2686,0.00025,64,0.99,0.95,2689,24.76
2687,0.00025,64,0.99,0.95,3612,35.26
2688,0.00025,64,0.99,0.95,2871,34.74
2689,0.00025,64,0.99,0.95,3163,34.5
2690,0.00025,64,0.99,0.95,3611,29
2691,0.00025,64,0.99,0.95,2519,30.44
2692,0.00025,64,0.99,0.95,2905,28.8
2693,0.00025,64,0.99,0.95,553,26.84
2694,0.00025,64,0.99,0.95,1956,24.8
2695,0.00025,64,0.99,0.95,3802,27.6
2696,0.00025,64,0.99,0.95,3508,29.34
2697,0.00025,64,0.99,0.95,1553,28.5
2698,0.00025,64,0.99,0.95,2022,29.84
2699,0.00025,64,0.99,0.95,3235,30.04
2700,0.00025,64,0.99,0.95,2191,26.08
2701,0.00025,64,0.99,0.95,846,26.2
2702,0.00025,64,0.99,0.95,1029,27.42
2703,0.00025,64,0.99,0.95,3957,34.4
2704,0.00025,64,0.99,0.95,1963,27.38
2705,0.00025,64,0.99,0.95,3446,34.96
2706,0.00025,64,0.99,0.95,3995,33.86
2707,0.00025,64,0.99,0.95,3782,34.88
2708,0.00025,64,0.99,0.95,3231,26.48
2709,0.00025,64,0.99,0.95,1486,28.34
2710,0.00025,64,0.99,0.95,3110,24.06
2711,0.00025,64,0.99,0.95,982,25.36
2712,0.00025,64,0.99,0.95,2731,30
2713,0.00025,64,0.99,0.95,1107,24.24
2714,0.00025,64,0.99,0.95,3424,30.34
2715,0.00025,64,0.99,0.95,2276,29.68
2716,0.00025,64,0.99,0.95,2698,32.82
2717,0.00025,64,0.99,0.95,1862,23.36
2718,0.00025,64,0.99,0.95,732,29.28
2719,0.00025,64,0.99,0.95,3106,29.72
2720,0.00025,64,0.99,0.95,628,25.72
2721,0.00025,64,0.99,0.95,2635,33.08
2722,0.00025,64,0.99,0.95,3363,27.7
2723,0.00025,64,0.99,0.95,1571,26.9
2724,0.00025,64,0.99,0.95,3599,29.48
2725,0.00025,64,0.99,0.95,1040,31.52
2726,0.00025,64,0.99,0.95,3719,31.16
2727,0.00025,64,0.99,0.95,2141,25.38
2728,0.00025,64,0.99,0.95,3563,35.92
2729,0.00025,64,0.99,0.95,909,29.8
2730,0.00025,64,0.99,0.95,1018,25.86
2731,0.00025,64,0.99,0.95,1929,26.74
2732,0.00025,64,0.99,0.95,2627,26.22
2733,0.00025,64,0.99,0.95,3166,27.78
2734,0.00025,64,0.99,0.95,961,24.62
2735,0.00025,64,0.99,0.95,624,26.88
2736,0.00025,64,0.99,0.95,1072,27.02
2737,0.00025,64,0.99,0.95,3088,32.98
2738,0.00025,64,0.99,0.95,3363,28.6
2739,0.00025,64,0.99,0.95,961,30.54
2740,0.00025,64,0.99,0.95,2290,25.7
2741,0.00025,64,0.99,0.95,3428,28.2
2742,0.00025,64,0.99,0.95,2118,30.2
2743,0.00025,64,0.99,0.95,2073,29.44
2744,0.00025,64,0.99,0.95,2172,30.48
2745,0.00025,64,0.99,0.95,539,28.1
2746,0.00025,64,0.99,0.95,3829,32.7
2747,0.00025,64,0.99,0.95,3236,28.62
2748,0.00025,64,0.99,0.95,730,28.92
2749,0.00025,64,0.99,0.95,2621,29.9
2750,0.00025,64,0.99,0.95,652,27.94
2751,0.00025,64,0.99,0.95,1441,27.32
2752,0.00025,64,0.99,0.95,2374,26.46
2753,0.00025,64,0.99,0.95,3483,29.18
2754,0.00025,64,0.99,0.95,2762,25.16
2755,0.00025,64,0.99,0.95,2274,27.48
2756,0.00025,64,0.99,0.95,3301,31.02
2757,0.00025,64,0.99,0.95,2524,24.7
2758,0.00025,64,0.99,0.95,2222,30.56
2759,0.00025,64,0.99,0.95,974,26.84
2760,0.00025,64,0.99,0.95,3850,33.48
2761,0.00025,64,0.99,0.95,1383,26.98
2762,0.00025,64,0.99,0.95,2579,31.76
2763,0.00025,64,0.99,0.95,1138,27.78
2764,0.00025,64,0.99,0.95,648,29.32
2765,0.00025,64,0.99,0.95,1380,26.5
2766,0.00025,64,0.99,0.95,1632,27.78
2767,0.00025,64,0.99,0.95,3154,26.7
2768,0.00025,64,0.99,0.95,1997,25
2769,0.00025,64,0.99,0.95,972,27.84
2770,0.00025,64,0.99,0.95,3890,27.26
2771,0.00025,64,0.99,0.95,1284,24.2
2772,0.00025,64,0.99,0.95,2519,30.64
2773,0.00025,64,0.99,0.95,3104,29.94
2774,0.00025,64,0.99,0.95,957,25.9
2775,0.00025,64,0.99,0.95,1797,27.36
2776,0.00025,64,0.99,0.95,1792,25
2777,0.00025,64,0.99,0.95,1787,26.78
2778,0.00025,64,0.99,0.95,2844,31.14
2779,0.00025,64,0.99,0.95,698,29.24
2780,0.00025,64,0.99,0.95,507,29.92
2781,0.00025,64,0.99,0.95,624,24.2
2782,0.00025,64,0.99,0.95,1873,25.92
2783,0.00025,64,0.99,0.95,2679,36.7
2784,0.00025,64,0.99,0.95,3070,27.62
2785,0.00025,64,0.99,0.95,2743,25.66
2786,0.00025,64,0.99,0.95,3396,32.72
2787,0.00025,64,0.99,0.95,3226,34.5
2788,0.00025,64,0.99,0.95,1661,26.6
2789,0.00025,64,0.99,0.95,3562,27.26
2790,0.00025,64,0.99,0.95,2722,31.86
2791,0.00025,64,0.99,0.95,1868,26.2
2792,0.00025,64,0.99,0.95,2268,33.16
2793,0.00025,64,0.99,0.95,554,28.56
2794,0.00025,64,0.99,0.95,1958,30.62
2795,0.00025,64,0.99,0.95,3833,34.94
2796,0.00025,64,0.99,0.95,2888,33.74
2797,0.00025,64,0.99,0.95,2925,32.3
2798,0.00025,64,0.99,0.95,3608,33.86
2799,0.00025,64,0.99,0.95,1534,23.86
2800,0.00025,64,0.99,0.95,557,23.42
2801,0.00025,64,0.99,0.95,1747,22.84
2802,0.00025,64,0.99,0.95,3163,31.04
2803,0.00025,64,0.99,0.95,2551,32.34
2804,0.00025,64,0.99,0.95,1673,26.08
2805,0.00025,64,0.99,0.95,2679,29.46
2806,0.00025,64,0.99,0.95,3479,32.12
2807,0.00025,64,0.99,0.95,2093,28.6
2808,0.00025,64,0.99,0.95,3610,27.1
2809,0.00025,64,0.99,0.95,2412,27.64
2810,0.00025,64,0.99,0.95,837,25.18
2811,0.00025,64,0.99,0.95,3908,26.86
2812,0.00025,64,0.99,0.95,1077,29.52
2813,0.00025,64,0.99,0.95,698,27.62
2814,0.00025,64,0.99,0.95,1996,29.32
2815,0.00025,64,0.99,0.95,3794,26.94
2816,0.00025,64,0.99,0.95,665,28.48
2817,0.00025,64,0.99,0.95,3718,33.26
2818,0.00025,64,0.99,0.95,822,22.4
2819,0.00025,64,0.99,0.95,1306,31.06
2820,0.00025,64,0.99,0.95,2609,31.22
2821,0.00025,64,0.99,0.95,3458,28.82
2822,0.00025,64,0.99,0.95,3953,28.06
2823,0.00025,64,0.99,0.95,3786,27.28
2824,0.00025,64,0.99,0.95,2438,36.02
2825,0.00025,64,0.99,0.95,3932,30.6
2826,0.00025,64,0.99,0.95,1289,26.6
2827,0.00025,64,0.99,0.95,1586,29.76
2828,0.00025,64,0.99,0.95,2150,26.9
2829,0.00025,64,0.99,0.95,824,26.18
2830,0.00025,64,0.99,0.95,3856,30.98
2831,0.00025,64,0.99,0.95,3870,28.56
2832,0.00025,64,0.99,0.95,964,26.34
2833,0.00025,64,0.99,0.95,2769,31.88
2834,0.00025,64,0.99,0.95,1447,30
2835,0.00025,64,0.99,0.95,3033,34.3
2836,0.00025,64,0.99,0.95,717,25.78
2837,0.00025,64,0.99,0.95,1701,29.06
2838,0.00025,64,0.99,0.95,2379,27.44
2839,0.00025,64,0.99,0.95,2392,32.2
2840,0.00025,64,0.99,0.95,2230,28.86
2841,0.00025,64,0.99,0.95,3020,30.04
2842,0.00025,64,0.99,0.95,3665,28.68
2843,0.00025,64,0.99,0.95,3567,39.02
2844,0.00025,64,0.99,0.95,1897,28.48
2845,0.00025,64,0.99,0.95,1364,29.1
2846,0.00025,64,0.99,0.95,1678,30.58
