Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,N_steps,Mean Score
1160,0.00025,64,0.99,0.95,2843,26.4
1161,0.00025,64,0.99,0.95,2618,30.08
1162,0.00025,64,0.99,0.95,3178,36.76
1163,0.00025,64,0.99,0.95,3589,30.58
1164,0.00025,64,0.99,0.95,3264,29.74
1165,0.00025,64,0.99,0.95,3549,31.1
1166,0.00025,64,0.99,0.95,962,27.06
1167,0.00025,64,0.99,0.95,1738,25.04
1168,0.00025,64,0.99,0.95,3262,30.72
1169,0.00025,64,0.99,0.95,2768,31.04
1170,0.00025,64,0.99,0.95,3464,31.02
1171,0.00025,64,0.99,0.95,2425,29.08
1172,0.00025,64,0.99,0.95,529,28.34
1173,0.00025,64,0.99,0.95,2020,26.78
1174,0.00025,64,0.99,0.95,3445,25.96
1175,0.00025,64,0.99,0.95,2097,28.9
1176,0.00025,64,0.99,0.95,3874,33.34
1177,0.00025,64,0.99,0.95,587,26.78
1178,0.00025,64,0.99,0.95,3739,38.9
1179,0.00025,64,0.99,0.95,2455,27.5
1180,0.00025,64,0.99,0.95,2727,34.22
1181,0.00025,64,0.99,0.95,1420,26.98
1182,0.00025,64,0.99,0.95,3263,34.16
1183,0.00025,64,0.99,0.95,1704,25.08
1184,0.00025,64,0.99,0.95,1049,26.86
1185,0.00025,64,0.99,0.95,2582,28.52
1186,0.00025,64,0.99,0.95,1671,22.82
1187,0.00025,64,0.99,0.95,2485,31.32
1188,0.00025,64,0.99,0.95,2441,31.18
1189,0.00025,64,0.99,0.95,3686,33.32
1190,0.00025,64,0.99,0.95,3996,34.14
1191,0.00025,64,0.99,0.95,904,24.94
1192,0.00025,64,0.99,0.95,1096,26.4
1193,0.00025,64,0.99,0.95,683,27.02
1194,0.00025,64,0.99,0.95,1095,26.24
1195,0.00025,64,0.99,0.95,819,28.78
1196,0.00025,64,0.99,0.95,2802,30.54
1197,0.00025,64,0.99,0.95,1397,30.1
1198,0.00025,64,0.99,0.95,1829,27.5
1199,0.00025,64,0.99,0.95,3331,36.84
1200,0.00025,64,0.99,0.95,3654,30.56
1201,0.00025,64,0.99,0.95,3349,27.34
1202,0.00025,64,0.99,0.95,1649,28.16
1203,0.00025,64,0.99,0.95,3753,31.26
1204,0.00025,64,0.99,0.95,2449,27.74
1205,0.00025,64,0.99,0.95,1695,23.16
1206,0.00025,64,0.99,0.95,2320,29.84
1207,0.00025,64,0.99,0.95,2837,28.48
1208,0.00025,64,0.99,0.95,576,24.52
1209,0.00025,64,0.99,0.95,3375,32.66
1210,0.00025,64,0.99,0.95,3900,29.5
1211,0.00025,64,0.99,0.95,1646,30.26
1212,0.00025,64,0.99,0.95,2684,29.26
1213,0.00025,64,0.99,0.95,2639,33.92
1214,0.00025,64,0.99,0.95,3641,27.1
1215,0.00025,64,0.99,0.95,3217,33.04
1216,0.00025,64,0.99,0.95,693,24.96
1217,0.00025,64,0.99,0.95,2961,29.74
1218,0.00025,64,0.99,0.95,956,23.6
1219,0.00025,64,0.99,0.95,903,26.46
1220,0.00025,64,0.99,0.95,1098,27.26
1221,0.00025,64,0.99,0.95,3360,32.44
1222,0.00025,64,0.99,0.95,1084,29.42
1223,0.00025,64,0.99,0.95,2206,29.64
1224,0.00025,64,0.99,0.95,1804,28.32
1225,0.00025,64,0.99,0.95,1531,30.9
1226,0.00025,64,0.99,0.95,3582,31.3
1227,0.00025,64,0.99,0.95,1961,26.38
1228,0.00025,64,0.99,0.95,3320,31.4
1229,0.00025,64,0.99,0.95,2255,26.7
1230,0.00025,64,0.99,0.95,773,25.82
1231,0.00025,64,0.99,0.95,968,26
1232,0.00025,64,0.99,0.95,3783,30.88
1233,0.00025,64,0.99,0.95,759,27.36
1234,0.00025,64,0.99,0.95,3267,32.24
1235,0.00025,64,0.99,0.95,2219,24.26
1236,0.00025,64,0.99,0.95,2783,29.1
1237,0.00025,64,0.99,0.95,2955,27.92
1238,0.00025,64,0.99,0.95,2203,27.56
1239,0.00025,64,0.99,0.95,1662,29.06
1240,0.00025,64,0.99,0.95,3837,30.28
1241,0.00025,64,0.99,0.95,1387,29.88
1242,0.00025,64,0.99,0.95,3484,28.28
1243,0.00025,64,0.99,0.95,1709,28.36
1244,0.00025,64,0.99,0.95,865,26.8
1245,0.00025,64,0.99,0.95,3741,34.02
1246,0.00025,64,0.99,0.95,3605,34.28
1247,0.00025,64,0.99,0.95,1593,26.78
1248,0.00025,64,0.99,0.95,976,30.58
1249,0.00025,64,0.99,0.95,1098,27.12
1250,0.00025,64,0.99,0.95,2244,24.96
1251,0.00025,64,0.99,0.95,3468,26.84
1252,0.00025,64,0.99,0.95,1704,27.5
1253,0.00025,64,0.99,0.95,3429,33.74
1254,0.00025,64,0.99,0.95,1907,27.58
1255,0.00025,64,0.99,0.95,1518,28.14
1256,0.00025,64,0.99,0.95,2646,29.7
1257,0.00025,64,0.99,0.95,1824,26.24
1258,0.00025,64,0.99,0.95,3402,29.56
1259,0.00025,64,0.99,0.95,2261,29.94
1260,0.00025,64,0.99,0.95,1263,30.06
1261,0.00025,64,0.99,0.95,1697,29
1262,0.00025,64,0.99,0.95,3275,31.94
1263,0.00025,64,0.99,0.95,620,32.74
1264,0.00025,64,0.99,0.95,2747,29.32
1265,0.00025,64,0.99,0.95,1797,29.64
1266,0.00025,64,0.99,0.95,3190,32.96
1267,0.00025,64,0.99,0.95,2537,29.18
1268,0.00025,64,0.99,0.95,3851,32.4
1269,0.00025,64,0.99,0.95,748,23.28
1270,0.00025,64,0.99,0.95,3790,29
1271,0.00025,64,0.99,0.95,2295,27.04
1272,0.00025,64,0.99,0.95,2527,27.8
1273,0.00025,64,0.99,0.95,2647,29.8
1274,0.00025,64,0.99,0.95,2149,23.78
1275,0.00025,64,0.99,0.95,3838,32.18
1276,0.00025,64,0.99,0.95,1876,25.88
1277,0.00025,64,0.99,0.95,2647,28.4
1278,0.00025,64,0.99,0.95,555,30.8
1279,0.00025,64,0.99,0.95,3336,28.52
1280,0.00025,64,0.99,0.95,2826,26.5
1281,0.00025,64,0.99,0.95,3055,29.34
1282,0.00025,64,0.99,0.95,1934,28.22
1283,0.00025,64,0.99,0.95,2058,27.38
1284,0.00025,64,0.99,0.95,838,27.06
1285,0.00025,64,0.99,0.95,759,30.08
1286,0.00025,64,0.99,0.95,3844,31.52
1287,0.00025,64,0.99,0.95,1317,27.58
1288,0.00025,64,0.99,0.95,789,30.5
1289,0.00025,64,0.99,0.95,1657,33.08
1290,0.00025,64,0.99,0.95,3655,28.3
1291,0.00025,64,0.99,0.95,1792,28.36
1292,0.00025,64,0.99,0.95,2957,25.88
1293,0.00025,64,0.99,0.95,2731,31.8
1294,0.00025,64,0.99,0.95,3238,24.72
1295,0.00025,64,0.99,0.95,3374,28.48
1296,0.00025,64,0.99,0.95,3617,35.78
1297,0.00025,64,0.99,0.95,2304,28.46
1298,0.00025,64,0.99,0.95,3043,30.66
1299,0.00025,64,0.99,0.95,3156,33.7
1300,0.00025,64,0.99,0.95,2163,29.72
1301,0.00025,64,0.99,0.95,542,25.48
1302,0.00025,64,0.99,0.95,2826,30.24
1303,0.00025,64,0.99,0.95,1160,24.98
1304,0.00025,64,0.99,0.95,1386,29.92
1305,0.00025,64,0.99,0.95,2220,24.58
1306,0.00025,64,0.99,0.95,1437,28.42
1307,0.00025,64,0.99,0.95,3475,33.06
1308,0.00025,64,0.99,0.95,2587,25.7
1309,0.00025,64,0.99,0.95,3582,37.22
1310,0.00025,64,0.99,0.95,857,23.3
1311,0.00025,64,0.99,0.95,1109,24.76
1312,0.00025,64,0.99,0.95,2907,27.72
1313,0.00025,64,0.99,0.95,712,25.4
1314,0.00025,64,0.99,0.95,1547,23.96
1315,0.00025,64,0.99,0.95,2490,29.38
1316,0.00025,64,0.99,0.95,872,28.62
1317,0.00025,64,0.99,0.95,1650,26.92
1318,0.00025,64,0.99,0.95,1156,25.58
1319,0.00025,64,0.99,0.95,2467,27.32
1320,0.00025,64,0.99,0.95,1514,25.8
1321,0.00025,64,0.99,0.95,3785,30.66
1322,0.00025,64,0.99,0.95,3925,34.26
1323,0.00025,64,0.99,0.95,1023,29.7
1324,0.00025,64,0.99,0.95,3807,37.44
1325,0.00025,64,0.99,0.95,3850,32.72
1326,0.00025,64,0.99,0.95,2049,27.36
1327,0.00025,64,0.99,0.95,2099,27.24
1328,0.00025,64,0.99,0.95,3490,27.9
1329,0.00025,64,0.99,0.95,2202,23.9
1330,0.00025,64,0.99,0.95,3295,32.42
1331,0.00025,64,0.99,0.95,2623,25.68
1332,0.00025,64,0.99,0.95,1936,30
1333,0.00025,64,0.99,0.95,2605,35.3
1334,0.00025,64,0.99,0.95,3335,25.58
1335,0.00025,64,0.99,0.95,1106,28.72
1336,0.00025,64,0.99,0.95,2293,30.32
1337,0.00025,64,0.99,0.95,887,27.3
1338,0.00025,64,0.99,0.95,1684,24.2
1339,0.00025,64,0.99,0.95,1578,28.36
1340,0.00025,64,0.99,0.95,2420,28.82
1341,0.00025,64,0.99,0.95,1108,24.5
1342,0.00025,64,0.99,0.95,3213,31.04
1343,0.00025,64,0.99,0.95,2807,25.48
1344,0.00025,64,0.99,0.95,2780,29.92
1345,0.00025,64,0.99,0.95,1308,27.12
1346,0.00025,64,0.99,0.95,3321,32.58
1347,0.00025,64,0.99,0.95,1540,23.88
1348,0.00025,64,0.99,0.95,3146,29.34
1349,0.00025,64,0.99,0.95,1616,25.62
1350,0.00025,64,0.99,0.95,2660,25.26
1351,0.00025,64,0.99,0.95,1428,27.9
1352,0.00025,64,0.99,0.95,1308,24.76
1353,0.00025,64,0.99,0.95,3432,30.48
1354,0.00025,64,0.99,0.95,2926,28.62
1355,0.00025,64,0.99,0.95,3644,30.64
1356,0.00025,64,0.99,0.95,1057,23.94
1357,0.00025,64,0.99,0.95,1716,26.32
1358,0.00025,64,0.99,0.95,2240,27.62
1359,0.00025,64,0.99,0.95,2423,32.22
1360,0.00025,64,0.99,0.95,2924,34.24
1361,0.00025,64,0.99,0.95,1747,27.24
1362,0.00025,64,0.99,0.95,1621,26.82
1363,0.00025,64,0.99,0.95,769,23.18
1364,0.00025,64,0.99,0.95,1232,30.24
1365,0.00025,64,0.99,0.95,3562,36.24
1366,0.00025,64,0.99,0.95,1109,29
1367,0.00025,64,0.99,0.95,1956,27.92
1368,0.00025,64,0.99,0.95,3020,31.06
1369,0.00025,64,0.99,0.95,674,24.38
1370,0.00025,64,0.99,0.95,1502,26.7
1371,0.00025,64,0.99,0.95,1292,27.4
1372,0.00025,64,0.99,0.95,634,27.26
1373,0.00025,64,0.99,0.95,2500,24.74
1374,0.00025,64,0.99,0.95,1354,28
1375,0.00025,64,0.99,0.95,2595,34.24
1376,0.00025,64,0.99,0.95,3326,29.38
1377,0.00025,64,0.99,0.95,3440,33.26
1378,0.00025,64,0.99,0.95,3281,27.28
1379,0.00025,64,0.99,0.95,3440,27.56
1380,0.00025,64,0.99,0.95,1512,26
1381,0.00025,64,0.99,0.95,2336,26.84
1382,0.00025,64,0.99,0.95,2163,26.48
1383,0.00025,64,0.99,0.95,2833,31.9
1384,0.00025,64,0.99,0.95,1032,22.18
1385,0.00025,64,0.99,0.95,709,24.46
1386,0.00025,64,0.99,0.95,2543,26.94
1387,0.00025,64,0.99,0.95,2659,29.64
1388,0.00025,64,0.99,0.95,3621,28.28
1389,0.00025,64,0.99,0.95,1935,28.88
1390,0.00025,64,0.99,0.95,2908,28.52
1391,0.00025,64,0.99,0.95,3912,32.04
1392,0.00025,64,0.99,0.95,2381,32.76
1393,0.00025,64,0.99,0.95,2161,26.94
1394,0.00025,64,0.99,0.95,1398,26.42
1395,0.00025,64,0.99,0.95,1179,29.72
1396,0.00025,64,0.99,0.95,1980,28.34
1397,0.00025,64,0.99,0.95,1753,28.54
1398,0.00025,64,0.99,0.95,2532,28.32
1399,0.00025,64,0.99,0.95,562,30.62
1400,0.00025,64,0.99,0.95,2276,29.38
1401,0.00025,64,0.99,0.95,899,28.64
1402,0.00025,64,0.99,0.95,2166,25.66
1403,0.00025,64,0.99,0.95,1438,24.24
1404,0.00025,64,0.99,0.95,2790,27.8
1405,0.00025,64,0.99,0.95,3774,30.22
1406,0.00025,64,0.99,0.95,1185,27.6
1407,0.00025,64,0.99,0.95,2046,30.72
1408,0.00025,64,0.99,0.95,537,26.22
1409,0.00025,64,0.99,0.95,2430,26.02
1410,0.00025,64,0.99,0.95,996,26.58
1411,0.00025,64,0.99,0.95,1178,28.8
1412,0.00025,64,0.99,0.95,2045,26.6
1413,0.00025,64,0.99,0.95,521,27.44
1414,0.00025,64,0.99,0.95,1157,28.48
1415,0.00025,64,0.99,0.95,2717,30.52
1416,0.00025,64,0.99,0.95,1284,24.78
1417,0.00025,64,0.99,0.95,1434,30.18
1418,0.00025,64,0.99,0.95,1662,25.8
1419,0.00025,64,0.99,0.95,2073,25.56
1420,0.00025,64,0.99,0.95,2517,26.18
1421,0.00025,64,0.99,0.95,2719,29.64
1422,0.00025,64,0.99,0.95,3524,31.5
1423,0.00025,64,0.99,0.95,3879,30.8
1424,0.00025,64,0.99,0.95,542,29.96
1425,0.00025,64,0.99,0.95,2048,30.66
1426,0.00025,64,0.99,0.95,2669,25.64
1427,0.00025,64,0.99,0.95,1023,26.6
1428,0.00025,64,0.99,0.95,1800,28.04
1429,0.00025,64,0.99,0.95,2167,34.96
1430,0.00025,64,0.99,0.95,3877,29.6
1431,0.00025,64,0.99,0.95,2158,26.96
1432,0.00025,64,0.99,0.95,3726,30.64
1433,0.00025,64,0.99,0.95,3738,35.52
1434,0.00025,64,0.99,0.95,2450,29.24
1435,0.00025,64,0.99,0.95,3041,32.02
1436,0.00025,64,0.99,0.95,570,24.04
1437,0.00025,64,0.99,0.95,1545,25.86
1438,0.00025,64,0.99,0.95,1819,25.32
1439,0.00025,64,0.99,0.95,1257,26.96
1440,0.00025,64,0.99,0.95,2753,28.08
1441,0.00025,64,0.99,0.95,1291,25.44
1442,0.00025,64,0.99,0.95,3803,32.68
1443,0.00025,64,0.99,0.95,1431,28.04
1444,0.00025,64,0.99,0.95,2837,23.38
1445,0.00025,64,0.99,0.95,2364,32.56
1446,0.00025,64,0.99,0.95,3755,29.14
1447,0.00025,64,0.99,0.95,3872,27.22
1448,0.00025,64,0.99,0.95,1042,25.74
1449,0.00025,64,0.99,0.95,2109,27.12
1450,0.00025,64,0.99,0.95,1014,26
1451,0.00025,64,0.99,0.95,3304,33.58
1452,0.00025,64,0.99,0.95,2613,24.4
1453,0.00025,64,0.99,0.95,978,29.66
1454,0.00025,64,0.99,0.95,3815,25.54
1455,0.00025,64,0.99,0.95,2638,25.98
1456,0.00025,64,0.99,0.95,3065,32.72
1457,0.00025,64,0.99,0.95,500,25.64
1458,0.00025,64,0.99,0.95,2561,25.34
1459,0.00025,64,0.99,0.95,1678,24.6
1460,0.00025,64,0.99,0.95,1872,28.74
1461,0.00025,64,0.99,0.95,1781,26.84
1462,0.00025,64,0.99,0.95,2545,29.7
1463,0.00025,64,0.99,0.95,3824,25.8
1464,0.00025,64,0.99,0.95,1860,27.6
1465,0.00025,64,0.99,0.95,1180,33.92
1466,0.00025,64,0.99,0.95,1938,27.92
1467,0.00025,64,0.99,0.95,3651,28.06
1468,0.00025,64,0.99,0.95,1994,26.32
1469,0.00025,64,0.99,0.95,2326,24.4
1470,0.00025,64,0.99,0.95,1533,29.28
1471,0.00025,64,0.99,0.95,1946,25.74
1472,0.00025,64,0.99,0.95,1234,27.8
1473,0.00025,64,0.99,0.95,3167,27.06
1474,0.00025,64,0.99,0.95,2443,26.68
1475,0.00025,64,0.99,0.95,1286,27.28
1476,0.00025,64,0.99,0.95,3923,35.18
1477,0.00025,64,0.99,0.95,1771,25.88
1478,0.00025,64,0.99,0.95,2300,24.7
1479,0.00025,64,0.99,0.95,2508,29.94
1480,0.00025,64,0.99,0.95,1447,27.92
1481,0.00025,64,0.99,0.95,2554,29.74
1482,0.00025,64,0.99,0.95,3072,30.2
1483,0.00025,64,0.99,0.95,955,27.88
1484,0.00025,64,0.99,0.95,3518,29.16
1485,0.00025,64,0.99,0.95,1915,26.9
1486,0.00025,64,0.99,0.95,1663,28.18
1487,0.00025,64,0.99,0.95,1724,28.24
1488,0.00025,64,0.99,0.95,3744,30.22
1489,0.00025,64,0.99,0.95,1457,29.2
1490,0.00025,64,0.99,0.95,2705,29.1
1491,0.00025,64,0.99,0.95,2344,25.28
1492,0.00025,64,0.99,0.95,3977,29.18
1493,0.00025,64,0.99,0.95,1937,32.24
1494,0.00025,64,0.99,0.95,3394,29.78
1495,0.00025,64,0.99,0.95,793,30.04
1496,0.00025,64,0.99,0.95,2177,25.14
1497,0.00025,64,0.99,0.95,3620,32.14
1498,0.00025,64,0.99,0.95,2900,30.74
1499,0.00025,64,0.99,0.95,2703,31.34
1500,0.00025,64,0.99,0.95,2419,25.12
1501,0.00025,64,0.99,0.95,3619,29.74
1502,0.00025,64,0.99,0.95,1807,30.28
1503,0.00025,64,0.99,0.95,732,23.84
1504,0.00025,64,0.99,0.95,1396,25.1
1505,0.00025,64,0.99,0.95,1867,24.54
1506,0.00025,64,0.99,0.95,2829,31.14
1507,0.00025,64,0.99,0.95,1123,26.18
1508,0.00025,64,0.99,0.95,612,27.56
1509,0.00025,64,0.99,0.95,3532,34.4
1510,0.00025,64,0.99,0.95,2076,25.08
1511,0.00025,64,0.99,0.95,1462,26.18
1512,0.00025,64,0.99,0.95,727,25.34
1513,0.00025,64,0.99,0.95,3209,29.06
1514,0.00025,64,0.99,0.95,3255,32.02
1515,0.00025,64,0.99,0.95,1569,30.1
1516,0.00025,64,0.99,0.95,2337,33.82
1517,0.00025,64,0.99,0.95,3535,28
1518,0.00025,64,0.99,0.95,1455,28.82
1519,0.00025,64,0.99,0.95,1802,27.54
1520,0.00025,64,0.99,0.95,2699,27.68
1521,0.00025,64,0.99,0.95,1925,26.58
1522,0.00025,64,0.99,0.95,1341,25.28
1523,0.00025,64,0.99,0.95,2683,30.42
1524,0.00025,64,0.99,0.95,1799,27.36
1525,0.00025,64,0.99,0.95,668,29.42
1526,0.00025,64,0.99,0.95,1659,27.02
1527,0.00025,64,0.99,0.95,3170,28.16
1528,0.00025,64,0.99,0.95,3158,32.38
1529,0.00025,64,0.99,0.95,691,28.16
1530,0.00025,64,0.99,0.95,3104,31.18
1531,0.00025,64,0.99,0.95,2596,27.34
1532,0.00025,64,0.99,0.95,1972,28
1533,0.00025,64,0.99,0.95,3811,31.02
1534,0.00025,64,0.99,0.95,3725,34.28
1535,0.00025,64,0.99,0.95,2160,26.22
1536,0.00025,64,0.99,0.95,1331,28.6
1537,0.00025,64,0.99,0.95,3738,29.6
1538,0.00025,64,0.99,0.95,1557,26.6
1539,0.00025,64,0.99,0.95,1378,25.16
1540,0.00025,64,0.99,0.95,735,29.76
1541,0.00025,64,0.99,0.95,727,27.76
1542,0.00025,64,0.99,0.95,3039,27.76
1543,0.00025,64,0.99,0.95,869,28.02
1544,0.00025,64,0.99,0.95,3190,30.34
1545,0.00025,64,0.99,0.95,2571,31.16
1546,0.00025,64,0.99,0.95,3866,29.38
1547,0.00025,64,0.99,0.95,872,24.78
1548,0.00025,64,0.99,0.95,2556,30.44
1549,0.00025,64,0.99,0.95,2787,28.92
1550,0.00025,64,0.99,0.95,1703,27.86
1551,0.00025,64,0.99,0.95,3669,33.7
1552,0.00025,64,0.99,0.95,717,25.7
1553,0.00025,64,0.99,0.95,1035,25.2
1554,0.00025,64,0.99,0.95,1110,28.48
1555,0.00025,64,0.99,0.95,834,23.44
1556,0.00025,64,0.99,0.95,792,27.1
1557,0.00025,64,0.99,0.95,3885,31.6
1558,0.00025,64,0.99,0.95,2817,27.68
1559,0.00025,64,0.99,0.95,728,24.84
1560,0.00025,64,0.99,0.95,1825,26.82
1561,0.00025,64,0.99,0.95,2014,27.6
1562,0.00025,64,0.99,0.95,3558,31.9
1563,0.00025,64,0.99,0.95,710,30.6
1564,0.00025,64,0.99,0.95,2384,30.06
1565,0.00025,64,0.99,0.95,3085,23.86
1566,0.00025,64,0.99,0.95,3179,26.12
1567,0.00025,64,0.99,0.95,3573,30.78
1568,0.00025,64,0.99,0.95,1184,28.12
1569,0.00025,64,0.99,0.95,2440,27.14
1570,0.00025,64,0.99,0.95,2080,26.38
1571,0.00025,64,0.99,0.95,733,27.24
1572,0.00025,64,0.99,0.95,2823,29.76
1573,0.00025,64,0.99,0.95,2664,29.28
1574,0.00025,64,0.99,0.95,1340,27.38
1575,0.00025,64,0.99,0.95,606,32.4
1576,0.00025,64,0.99,0.95,610,29.56
1577,0.00025,64,0.99,0.95,3031,33.02
1578,0.00025,64,0.99,0.95,543,28.42
1579,0.00025,64,0.99,0.95,3067,29.84
1580,0.00025,64,0.99,0.95,1002,26.72
1581,0.00025,64,0.99,0.95,1982,31.66
1582,0.00025,64,0.99,0.95,3684,31.64
1583,0.00025,64,0.99,0.95,1390,27.56
1584,0.00025,64,0.99,0.95,1980,26.92
1585,0.00025,64,0.99,0.95,3378,30.96
1586,0.00025,64,0.99,0.95,2051,29.66
1587,0.00025,64,0.99,0.95,3484,31.88
1588,0.00025,64,0.99,0.95,3930,34.22
1589,0.00025,64,0.99,0.95,2743,29.28
1590,0.00025,64,0.99,0.95,3218,26.98
1591,0.00025,64,0.99,0.95,2763,27.92
1592,0.00025,64,0.99,0.95,2536,27.8
1593,0.00025,64,0.99,0.95,2618,26.62
1594,0.00025,64,0.99,0.95,3912,31.92
1595,0.00025,64,0.99,0.95,2240,30.12
1596,0.00025,64,0.99,0.95,681,27.78
1597,0.00025,64,0.99,0.95,2896,28.56
1598,0.00025,64,0.99,0.95,3900,31.08
1599,0.00025,64,0.99,0.95,587,27.08
1600,0.00025,64,0.99,0.95,3886,32.72
1601,0.00025,64,0.99,0.95,1611,30.02
1602,0.00025,64,0.99,0.95,1430,27.04
1603,0.00025,64,0.99,0.95,2467,29.02
1604,0.00025,64,0.99,0.95,855,28.38
1605,0.00025,64,0.99,0.95,1179,33.8
1606,0.00025,64,0.99,0.95,1380,24.18
1607,0.00025,64,0.99,0.95,1622,26.54
1608,0.00025,64,0.99,0.95,2627,28.48
1609,0.00025,64,0.99,0.95,3337,27.96
1610,0.00025,64,0.99,0.95,533,28.5
1611,0.00025,64,0.99,0.95,604,27.62
1612,0.00025,64,0.99,0.95,1375,25.82
1613,0.00025,64,0.99,0.95,826,25.92
1614,0.00025,64,0.99,0.95,3733,31.16
1615,0.00025,64,0.99,0.95,2101,22.86
1616,0.00025,64,0.99,0.95,3765,34.68
1617,0.00025,64,0.99,0.95,2333,34.76
1618,0.00025,64,0.99,0.95,3126,33.96
1619,0.00025,64,0.99,0.95,747,30.72
1620,0.00025,64,0.99,0.95,2863,30.24
1621,0.00025,64,0.99,0.95,1592,24.52
1622,0.00025,64,0.99,0.95,1300,26.9
1623,0.00025,64,0.99,0.95,2587,29.24
1624,0.00025,64,0.99,0.95,3506,35.46
1625,0.00025,64,0.99,0.95,2565,34.82
1626,0.00025,64,0.99,0.95,892,28.06
1627,0.00025,64,0.99,0.95,3149,30.2
1628,0.00025,64,0.99,0.95,1068,28.84
1629,0.00025,64,0.99,0.95,2811,33.18
1630,0.00025,64,0.99,0.95,3415,31.98
1631,0.00025,64,0.99,0.95,1606,27.22
1632,0.00025,64,0.99,0.95,3070,27.86
1633,0.00025,64,0.99,0.95,953,28.34
1634,0.00025,64,0.99,0.95,979,29.4
1635,0.00025,64,0.99,0.95,3173,34.4
1636,0.00025,64,0.99,0.95,1937,28.06
1637,0.00025,64,0.99,0.95,3517,27.12
1638,0.00025,64,0.99,0.95,659,26.98
1639,0.00025,64,0.99,0.95,2012,30.92
1640,0.00025,64,0.99,0.95,1913,28.04
1641,0.00025,64,0.99,0.95,2520,26.5
1642,0.00025,64,0.99,0.95,1809,26.38
1643,0.00025,64,0.99,0.95,3958,35.66
1644,0.00025,64,0.99,0.95,3716,28.46
1645,0.00025,64,0.99,0.95,1723,26.06
1646,0.00025,64,0.99,0.95,1221,31.2
1647,0.00025,64,0.99,0.95,754,24.7
1648,0.00025,64,0.99,0.95,3575,31.22
1649,0.00025,64,0.99,0.95,3093,26.42
1650,0.00025,64,0.99,0.95,1645,27.28
1651,0.00025,64,0.99,0.95,2171,26.7
1652,0.00025,64,0.99,0.95,2879,29.18
1653,0.00025,64,0.99,0.95,895,27.84
1654,0.00025,64,0.99,0.95,3818,29.3
1655,0.00025,64,0.99,0.95,582,22.12
1656,0.00025,64,0.99,0.95,1393,23.14
1657,0.00025,64,0.99,0.95,2577,29.04
1658,0.00025,64,0.99,0.95,3463,30.64
1659,0.00025,64,0.99,0.95,3288,29.12
1660,0.00025,64,0.99,0.95,3792,33.04
1661,0.00025,64,0.99,0.95,2373,27.7
1662,0.00025,64,0.99,0.95,690,25.96
1663,0.00025,64,0.99,0.95,3712,32.62
1664,0.00025,64,0.99,0.95,2218,25.84
1665,0.00025,64,0.99,0.95,754,22.84
1666,0.00025,64,0.99,0.95,669,27.38
1667,0.00025,64,0.99,0.95,1786,27.84
1668,0.00025,64,0.99,0.95,677,30.58
1669,0.00025,64,0.99,0.95,2514,29.5
1670,0.00025,64,0.99,0.95,1241,27.78
1671,0.00025,64,0.99,0.95,1696,22.12
1672,0.00025,64,0.99,0.95,2496,28.74
1673,0.00025,64,0.99,0.95,2574,24.82
1674,0.00025,64,0.99,0.95,2146,29.96
1675,0.00025,64,0.99,0.95,791,25.58
1676,0.00025,64,0.99,0.95,2926,32.2
1677,0.00025,64,0.99,0.95,1712,29.34
1678,0.00025,64,0.99,0.95,2919,27.56
1679,0.00025,64,0.99,0.95,716,30.68
1680,0.00025,64,0.99,0.95,3495,29.96
1681,0.00025,64,0.99,0.95,3840,29.4
1682,0.00025,64,0.99,0.95,3888,29.12
1683,0.00025,64,0.99,0.95,580,29.5
1684,0.00025,64,0.99,0.95,3984,35.2
1685,0.00025,64,0.99,0.95,3080,27.6
1686,0.00025,64,0.99,0.95,1814,27.04
1687,0.00025,64,0.99,0.95,1785,30.14
1688,0.00025,64,0.99,0.95,2256,28.5
1689,0.00025,64,0.99,0.95,1022,28.06
1690,0.00025,64,0.99,0.95,1058,28.7
1691,0.00025,64,0.99,0.95,894,29.18
1692,0.00025,64,0.99,0.95,1864,28.04
1693,0.00025,64,0.99,0.95,1399,32.18
1694,0.00025,64,0.99,0.95,2277,34.34
1695,0.00025,64,0.99,0.95,2177,27
1696,0.00025,64,0.99,0.95,3167,29.82
1697,0.00025,64,0.99,0.95,1087,28.82
1698,0.00025,64,0.99,0.95,925,25.2
1699,0.00025,64,0.99,0.95,974,26.76
1700,0.00025,64,0.99,0.95,3612,30.76
1701,0.00025,64,0.99,0.95,1883,25.42
1702,0.00025,64,0.99,0.95,1268,26.36
1703,0.00025,64,0.99,0.95,1848,28.6
1704,0.00025,64,0.99,0.95,877,29.3
1705,0.00025,64,0.99,0.95,2904,27.7
1706,0.00025,64,0.99,0.95,1783,24.56
1707,0.00025,64,0.99,0.95,1668,26.72
1708,0.00025,64,0.99,0.95,3672,29.72
1709,0.00025,64,0.99,0.95,2465,31.4
1710,0.00025,64,0.99,0.95,2697,27.68
1711,0.00025,64,0.99,0.95,2440,30.26
1712,0.00025,64,0.99,0.95,3587,31.48
1713,0.00025,64,0.99,0.95,691,23.86
1714,0.00025,64,0.99,0.95,3741,34.8
1715,0.00025,64,0.99,0.95,2269,30.66
1716,0.00025,64,0.99,0.95,2904,31.86
1717,0.00025,64,0.99,0.95,3148,31.08
1718,0.00025,64,0.99,0.95,3986,31.8
1719,0.00025,64,0.99,0.95,989,32.94
1720,0.00025,64,0.99,0.95,3463,35.94
1721,0.00025,64,0.99,0.95,2096,26.32
