Learning Rate,N_steps,Batch Size,Gamma,gae_lambda,Clip Range,ent_coef,epsilon,Mean Score,training_time,standard deviation
0.01,512,64,0.99,0.95,0.1,0.001,1E-05,170.5,6.38615393638611,10.8097178501569
0.01,512,64,0.99,0.95,0.1,0.001,1E-06,330.3,6.23514628410339,101.310463428019
0.01,512,64,0.99,0.95,0.1,0.001,1E-07,255.6,6.27969002723694,79.4722593110326
0.01,512,64,0.99,0.95,0.2,0,1E-05,305.4,6.32150530815125,52.4465442140853
0.01,512,64,0.99,0.95,0.2,0,1E-06,486,6.25095224380493,42
0.01,512,64,0.99,0.95,0.2,0,1E-07,488.1,6.15057325363159,29.1151163487285
0.01,512,64,0.99,0.95,0.2,0.1,1E-05,251.7,6.11579275131226,22.9958691942705
0.01,512,64,0.99,0.95,0.2,0.1,1E-06,175.9,6.45798945426941,40.4906161968425
0.01,512,64,0.99,0.95,0.2,0.1,1E-07,214.5,6.16689443588257,233.184154693238
0.01,512,64,0.99,0.95,0.2,0.01,1E-05,173.1,6.50422787666321,13.3450365304858
0.01,512,64,0.99,0.95,0.2,0.01,1E-06,179.7,6.13686442375183,28.3656482386707
0.01,512,64,0.99,0.95,0.2,0.01,1E-07,124.3,6.36033439636231,14.91341677819
0.01,512,64,0.99,0.95,0.2,0.001,1E-05,500,6.32790660858154,0
0.01,512,64,0.99,0.95,0.2,0.001,1E-06,195.2,6.27680325508118,15.1115849598909
0.01,512,64,0.99,0.95,0.2,0.001,1E-07,500,6.22990727424622,0
0.01,512,64,0.99,0.95,0.3,0,1E-05,500,6.86634182929993,0
0.01,512,64,0.99,0.95,0.3,0,1E-06,380.7,6.2571291923523,118.218484172315
0.01,512,64,0.99,0.95,0.3,0,1E-07,342,6.30243849754334,96.1259590329272
0.01,512,64,0.99,0.95,0.3,0.1,1E-05,140.7,6.24656057357788,4.60543157586778
0.01,512,64,0.99,0.95,0.3,0.1,1E-06,261.8,6.3766827583313,16.5638159854546
0.01,512,64,0.99,0.95,0.3,0.1,1E-07,500,6.38404154777527,0
0.01,512,64,0.99,0.95,0.3,0.01,1E-05,500,6.28040814399719,0
0.01,512,64,0.99,0.95,0.3,0.01,1E-06,324.3,6.25111746788025,181.49217613991
0.01,512,64,0.99,0.95,0.3,0.01,1E-07,132.5,6.3476254940033,36.4396761785831
0.01,512,64,0.99,0.95,0.3,0.001,1E-05,181.9,6.28829312324524,106.549941342077
0.01,512,64,0.99,0.95,0.3,0.001,1E-06,500,6.45244574546814,0
0.01,512,64,0.99,0.95,0.3,0.001,1E-07,206.5,6.120530128479,99.0608398914526
0.01,512,64,0.99,0.95,0.4,0,1E-05,66.1,6.17068600654602,12.6447617612986
0.01,512,64,0.99,0.95,0.4,0,1E-06,175.6,6.44440245628357,14.7186955943793
0.01,512,64,0.99,0.95,0.4,0,1E-07,484.5,6.64242577552795,24.0509875057138
0.01,512,64,0.99,0.95,0.4,0.1,1E-05,500,6.06159639358521,0
0.01,512,64,0.99,0.95,0.4,0.1,1E-06,500,7.03372597694397,0
0.01,512,64,0.99,0.95,0.4,0.1,1E-07,500,6.25781989097595,0
0.01,512,64,0.99,0.95,0.4,0.01,1E-05,211.5,6.15002417564392,12.3065023463208
0.01,512,64,0.99,0.95,0.4,0.01,1E-06,9.9,6.16342520713806,0.830662386291808
0.01,512,64,0.99,0.95,0.4,0.01,1E-07,140.3,6.46364092826843,25.0561369728057
0.01,512,64,0.99,0.95,0.4,0.001,1E-05,347.4,6.28274273872376,125.119303067113
0.01,512,64,0.99,0.95,0.4,0.001,1E-06,500,6.69363617897034,0
0.01,512,64,0.99,0.95,0.4,0.001,1E-07,95.2,6.13934469223022,30.3374356200388
0.01,512,64,0.99,0.95,0.5,0,1E-05,89.5,6.38305950164795,19.8153980530294
0.01,512,64,0.99,0.95,0.5,0,1E-06,500,6.76843118667603,0
0.01,512,64,0.99,0.95,0.5,0,1E-07,431.7,6.30665254592896,70.7913130263876
0.01,512,64,0.99,0.95,0.5,0.1,1E-05,104.3,6.27142071723938,13.0923641868075
0.01,512,64,0.99,0.95,0.5,0.1,1E-06,232.4,6.23152732849121,55.4440258278563
0.01,512,64,0.99,0.95,0.5,0.1,1E-07,500,6.21616506576538,0
0.01,512,64,0.99,0.95,0.5,0.01,1E-05,327.6,6.35912418365479,40.2049748165572
0.01,512,64,0.99,0.95,0.5,0.01,1E-06,215.8,6.30815267562866,127.677562633377
0.01,512,64,0.99,0.95,0.5,0.01,1E-07,417,6.80869293212891,76.9727224411349
0.01,512,64,0.99,0.95,0.5,0.001,1E-05,91.6,6.24162650108337,13.879481258318
0.01,512,64,0.99,0.95,0.5,0.001,1E-06,143.6,6.30822157859802,9.013323471395
0.01,512,64,0.99,0.95,0.5,0.001,1E-07,264.5,6.48610901832581,64.1283868501306
0.01,512,64,0.99,0.9,0.1,0,1E-05,195.8,6.19509601593018,39.6100997221668
0.01,512,64,0.99,0.9,0.1,0,1E-06,347.1,6.43516230583191,88.3928164502071
0.01,512,64,0.99,0.9,0.1,0,1E-07,160.5,6.30407524108887,22.9662796290562
0.01,512,64,0.99,0.9,0.1,0.1,1E-05,500,6.61893391609192,0
0.01,512,64,0.99,0.9,0.1,0.1,1E-06,283,6.2843804359436,76.6824621409615
0.01,512,64,0.99,0.9,0.1,0.1,1E-07,443.3,6.29548096656799,113.437251377138
0.01,512,64,0.99,0.9,0.1,0.01,1E-05,500,6.19652009010315,0
0.01,512,64,0.99,0.9,0.1,0.01,1E-06,329,5.93087005615234,159.815518645719
0.01,512,64,0.99,0.9,0.1,0.01,1E-07,476.7,5.94124388694763,37.0406533419701
0.01,512,64,0.99,0.9,0.1,0.001,1E-05,209.3,6.22782897949219,73.6247920200798
0.01,512,64,0.99,0.9,0.1,0.001,1E-06,500,6.37152791023254,0
0.01,512,64,0.99,0.9,0.1,0.001,1E-07,431.2,6.1466224193573,88.4124425632501
0.01,512,64,0.99,0.9,0.2,0,1E-05,500,6.62000513076782,0
0.01,512,64,0.99,0.9,0.2,0,1E-06,180.7,6.21792078018189,5.74543296888929
0.01,512,64,0.99,0.9,0.2,0,1E-07,481.4,6.62179636955261,34.8373362931209
0.01,512,64,0.99,0.9,0.2,0.1,1E-05,154.7,6.22236585617065,25.667294364619
0.01,512,64,0.99,0.9,0.2,0.1,1E-06,500,6.31580018997192,0
0.01,512,64,0.99,0.9,0.2,0.1,1E-07,349.7,6.14815592765808,73.7306584807162
0.01,512,64,0.99,0.9,0.2,0.01,1E-05,232.8,6.41746520996094,11.9398492452794
0.01,512,64,0.99,0.9,0.2,0.01,1E-06,500,6.24163103103638,0
0.01,512,64,0.99,0.9,0.2,0.01,1E-07,156,6.11372208595276,7.29383301152419
0.01,512,64,0.99,0.9,0.2,0.001,1E-05,123.5,5.9818434715271,7.20069441095788
0.01,512,64,0.99,0.9,0.2,0.001,1E-06,162.4,6.3004469871521,6.46838465151849
0.01,512,64,0.99,0.9,0.2,0.001,1E-07,170.8,6.25073146820068,7.53392328073494
0.01,512,64,0.99,0.9,0.3,0,1E-05,251.1,6.14194011688232,103.72892557045
0.01,512,64,0.99,0.9,0.3,0,1E-06,229.6,6.38329720497131,179.127998928141
0.01,512,64,0.99,0.9,0.3,0,1E-07,152,6.44884610176086,4.17133072292284
0.01,512,64,0.99,0.9,0.3,0.1,1E-05,371.6,6.11692619323731,106.414472699911
0.01,512,64,0.99,0.9,0.3,0.1,1E-06,113.5,6.47924137115479,5.38980519128475
0.01,512,64,0.99,0.9,0.3,0.1,1E-07,237.6,6.39018392562866,97.8051123408179
0.01,512,64,0.99,0.9,0.3,0.01,1E-05,109.5,6.36781477928162,7.99061950038919
0.01,512,64,0.99,0.9,0.3,0.01,1E-06,151.7,6.56862235069275,5.65773806392625
0.01,512,64,0.99,0.9,0.3,0.01,1E-07,125.5,6.16097021102905,7.29725975966321
0.01,512,64,0.99,0.9,0.3,0.001,1E-05,438.1,6.29849886894226,85.714001190004
0.01,512,64,0.99,0.9,0.3,0.001,1E-06,144.4,6.35171842575073,16.6865215068929
0.01,512,64,0.99,0.9,0.3,0.001,1E-07,500,6.2602915763855,0
0.01,512,64,0.99,0.9,0.4,0,1E-05,113.3,6.06200814247131,2.9
0.01,512,64,0.99,0.9,0.4,0,1E-06,159.5,6.4809410572052,11.5866302262565
0.01,512,64,0.99,0.9,0.4,0,1E-07,148.3,5.97887897491455,41.959623449216
0.01,512,64,0.99,0.9,0.4,0.1,1E-05,447.2,6.45812082290649,81.4957667612251
0.01,512,64,0.99,0.9,0.4,0.1,1E-06,65.5,6.10588073730469,145.080150261847
0.01,512,64,0.99,0.9,0.4,0.1,1E-07,219.6,6.28994178771973,18.8425051413022
0.01,512,64,0.99,0.9,0.4,0.01,1E-05,307.6,6.32007646560669,135.282814873139
0.01,512,64,0.99,0.9,0.4,0.01,1E-06,177.8,6.17965650558472,11.0163514831363
0.01,512,64,0.99,0.9,0.4,0.01,1E-07,156.8,5.89221549034119,26.7387359461886
0.01,512,64,0.99,0.9,0.4,0.001,1E-05,176.7,6.450758934021,14.1777995471794
0.01,512,64,0.99,0.9,0.4,0.001,1E-06,164.7,6.76404786109924,8.86622805932715
0.01,512,64,0.99,0.9,0.4,0.001,1E-07,112.7,6.30524206161499,4.07553677446297
0.01,512,64,0.99,0.9,0.5,0,1E-05,141.8,6.4383556842804,18.7659265691838
0.01,512,64,0.99,0.9,0.5,0,1E-06,27.1,6.52598857879639,5.00899191454728
0.01,512,64,0.99,0.9,0.5,0,1E-07,215.3,6.27380037307739,55.7567036328368
0.01,512,64,0.99,0.9,0.5,0.1,1E-05,178.7,6.54517340660095,16.5894544816881
0.01,512,64,0.99,0.9,0.5,0.1,1E-06,177.2,6.24960589408875,8.7612784455238
0.01,512,64,0.99,0.9,0.5,0.1,1E-07,42.3,6.20566606521606,22.9479846609675
0.01,512,64,0.99,0.9,0.5,0.01,1E-05,450.5,6.24314188957214,121.759804533352
0.01,512,64,0.99,0.9,0.5,0.01,1E-06,432.4,6.15962505340576,76.0002631574391
0.01,512,64,0.99,0.9,0.5,0.01,1E-07,58.7,6.36236929893494,6.37259758654193
0.01,512,64,0.99,0.9,0.5,0.001,1E-05,274.6,6.5522985458374,60.7078248663218
0.01,512,64,0.99,0.9,0.5,0.001,1E-06,342.8,6.69434928894043,173.458237048576
0.01,512,64,0.99,0.9,0.5,0.001,1E-07,40,5.96474123001099,5.15751878329105
0.01,512,64,0.99,0.85,0.1,0,1E-05,275.4,6.15561246871948,101.634836547318
0.01,512,64,0.99,0.85,0.1,0,1E-06,434,6.003173828125,82.9939756849857
0.01,512,64,0.99,0.85,0.1,0,1E-07,446.5,6.64717602729797,61.603977144337
0.01,512,64,0.99,0.85,0.1,0.1,1E-05,73.5,6.43665313720703,6.29682459657247
0.01,512,64,0.99,0.85,0.1,0.1,1E-06,465.5,6.19100880622864,73.3283710442282
0.01,512,64,0.99,0.85,0.1,0.1,1E-07,500,6.58240842819214,0
0.01,512,64,0.99,0.85,0.1,0.01,1E-05,328.7,6.39417481422424,91.1625471342261
0.01,512,64,0.99,0.85,0.1,0.01,1E-06,154.9,6.15654802322388,8.63075894692929
0.01,512,64,0.99,0.85,0.1,0.01,1E-07,500,6.4042592048645,0
0.01,512,64,0.99,0.85,0.1,0.001,1E-05,107.7,6.37107968330383,15.937691175324
0.01,512,64,0.99,0.85,0.1,0.001,1E-06,222.4,6.37700772285461,13.9370011121475
0.01,512,64,0.99,0.85,0.1,0.001,1E-07,356.2,6.24756145477295,70.3232536221128
0.01,512,64,0.99,0.85,0.2,0,1E-05,400.9,6.33048844337463,129.939562874438
0.01,512,64,0.99,0.85,0.2,0,1E-06,486.4,6.33168148994446,40.8
0.01,512,64,0.99,0.85,0.2,0,1E-07,106.3,6.34820318222046,4.42831796509691
0.01,512,64,0.99,0.85,0.2,0.1,1E-05,204.2,6.25280380249023,33.1837309535863
0.01,512,64,0.99,0.85,0.2,0.1,1E-06,458.7,6.40781450271606,42.5911962734084
0.01,512,64,0.99,0.85,0.2,0.1,1E-07,191.9,5.92558240890503,120.903639316606
0.01,512,64,0.99,0.85,0.2,0.01,1E-05,206.7,6.73039865493774,16.6976046186272
0.01,512,64,0.99,0.85,0.2,0.01,1E-06,209.9,6.35982203483582,100.957862497182
0.01,512,64,0.99,0.85,0.2,0.01,1E-07,440.9,6.09426403045654,95.4153551583811
0.01,512,64,0.99,0.85,0.2,0.001,1E-05,371.5,6.06499481201172,90.7769243805936
0.01,512,64,0.99,0.85,0.2,0.001,1E-06,128.1,6.21699953079224,10.5399240983984
0.01,512,64,0.99,0.85,0.2,0.001,1E-07,155.8,6.24086833000183,9.86711710683521
0.01,512,64,0.99,0.85,0.3,0,1E-05,270.4,6.17452549934387,132.656850558122
0.01,512,64,0.99,0.85,0.3,0,1E-06,103.1,6.38521265983582,5.1662365412358
0.01,512,64,0.99,0.85,0.3,0,1E-07,64.4,6.09923601150513,5.81721582889959
0.01,512,64,0.99,0.85,0.3,0.1,1E-05,119.6,6.51698684692383,6.97423830966508
0.01,512,64,0.99,0.85,0.3,0.1,1E-06,500,6.77308464050293,0
0.01,512,64,0.99,0.85,0.3,0.1,1E-07,313.1,5.97775673866272,86.9568283690246
0.01,512,64,0.99,0.85,0.3,0.01,1E-05,139.9,6.16997051239014,5.41202365109392
0.01,512,64,0.99,0.85,0.3,0.01,1E-06,245.1,6.38103675842285,5.08822169328342
0.01,512,64,0.99,0.85,0.3,0.01,1E-07,181.6,6.23063850402832,69.6881625529042
0.01,512,64,0.99,0.85,0.3,0.001,1E-05,500,6.2974328994751,0
0.01,512,64,0.99,0.85,0.3,0.001,1E-06,156.9,6.25330591201782,16.4283291907607
0.01,512,64,0.99,0.85,0.3,0.001,1E-07,255.2,6.8465530872345,78.2927838309509
0.01,512,64,0.99,0.85,0.4,0,1E-05,106,6.39581036567688,12.9691942694988
0.01,512,64,0.99,0.85,0.4,0,1E-06,313.6,6.43292713165283,98.2152737612639
0.01,512,64,0.99,0.85,0.4,0,1E-07,128.5,6.06370878219605,32.2436040169209
0.01,512,64,0.99,0.85,0.4,0.1,1E-05,322,6.2258722782135,178.356384803012
0.01,512,64,0.99,0.85,0.4,0.1,1E-06,106.8,6.19160437583923,3.81575680566778
0.01,512,64,0.99,0.85,0.4,0.1,1E-07,152.8,6.44537353515625,18.803191218514
0.01,512,64,0.99,0.85,0.4,0.01,1E-05,107.9,6.23028707504272,3.17647603485372
0.01,512,64,0.99,0.85,0.4,0.01,1E-06,222.7,6.37611865997314,73.2557847545161
0.01,512,64,0.99,0.85,0.4,0.01,1E-07,50.1,6.27885603904724,6.75943784644848
0.01,512,64,0.99,0.85,0.4,0.001,1E-05,130.6,6.13188719749451,9.53100204595508
0.01,512,64,0.99,0.85,0.4,0.001,1E-06,111.8,6.27461457252502,4.57820925690384
0.01,512,64,0.99,0.85,0.4,0.001,1E-07,72.6,6.30937957763672,4.8
0.01,512,64,0.99,0.85,0.5,0,1E-05,362.7,6.45105147361755,91.0154382508814
0.01,512,64,0.99,0.85,0.5,0,1E-06,233.9,6.26421403884888,117.689804146324
0.01,512,64,0.99,0.85,0.5,0,1E-07,70.7,6.42549824714661,10.1985293057382
0.01,512,64,0.99,0.85,0.5,0.1,1E-05,9.5,6.33470416069031,0.921954445729289
0.01,512,64,0.99,0.85,0.5,0.1,1E-06,108.6,6.6956193447113,12.8856509342757
0.01,512,64,0.99,0.85,0.5,0.1,1E-07,209,6.63583707809448,9.66436754267966
0.01,512,64,0.99,0.85,0.5,0.01,1E-05,79.5,6.2686972618103,7.11688133946323
0.01,512,64,0.99,0.85,0.5,0.01,1E-06,95.7,6.2808883190155,20.7077280260293
0.01,512,64,0.99,0.85,0.5,0.01,1E-07,109.4,6.43884181976318,2.5377155080899
0.01,512,64,0.99,0.85,0.5,0.001,1E-05,113.2,6.59016346931458,4.2142615011411
0.01,512,64,0.99,0.85,0.5,0.001,1E-06,136.7,6.32597017288208,7.92527602042983
0.01,512,64,0.99,0.85,0.5,0.001,1E-07,60.6,6.46400165557861,146.505426520658
0.01,512,64,0.999,0.95,0.1,0,1E-05,315.9,6.42135620117188,84.7236094604095
0.01,512,64,0.999,0.95,0.1,0,1E-06,249.9,6.17040252685547,61.7502226716633
0.01,512,64,0.999,0.95,0.1,0,1E-07,101,6.31043744087219,9.73652915571047
0.01,512,64,0.999,0.95,0.1,0.1,1E-05,500,6.45984292030335,0
0.01,512,64,0.999,0.95,0.1,0.1,1E-06,496.2,6.29138684272766,11.4
0.01,512,64,0.999,0.95,0.1,0.1,1E-07,500,6.33172416687012,0
0.01,512,64,0.999,0.95,0.1,0.01,1E-05,174.5,6.15016102790833,13.865424623862
0.01,512,64,0.999,0.95,0.1,0.01,1E-06,500,6.12216520309448,0
0.01,512,64,0.999,0.95,0.1,0.01,1E-07,421,6.15338134765625,56.1177333825948
0.01,512,64,0.999,0.95,0.1,0.001,1E-05,316.4,7.09421110153198,84.8412635455177
0.01,512,64,0.999,0.95,0.1,0.001,1E-06,287.1,6.29022741317749,146.047560746491
0.01,512,64,0.999,0.95,0.1,0.001,1E-07,204.7,6.27420806884766,12.5303631232299
0.01,512,64,0.999,0.95,0.2,0,1E-05,410.4,6.31315445899963,139.902966373126
0.01,512,64,0.999,0.95,0.2,0,1E-06,180,6.35974025726318,134.077589477138
0.01,512,64,0.999,0.95,0.2,0,1E-07,500,6.33982181549072,0
0.01,512,64,0.999,0.95,0.2,0.1,1E-05,170.9,6.40611577033997,14.9428912864947
0.01,512,64,0.999,0.95,0.2,0.1,1E-06,407.1,6.27829384803772,81.6449018616594
0.01,512,64,0.999,0.95,0.2,0.1,1E-07,318.8,6.00187849998474,49.6221724635268
0.01,512,64,0.999,0.95,0.2,0.01,1E-05,500,6.29330492019653,0
0.01,512,64,0.999,0.95,0.2,0.01,1E-06,363.7,6.54721117019653,139.183368259286
0.01,512,64,0.999,0.95,0.2,0.01,1E-07,188.4,6.22316265106201,22.6548008157212
0.01,512,64,0.999,0.95,0.2,0.001,1E-05,500,6.26135110855103,0
0.01,512,64,0.999,0.95,0.2,0.001,1E-06,447.8,6.34834480285645,70.6608802662407
0.01,512,64,0.999,0.95,0.2,0.001,1E-07,500,6.27174234390259,0
0.01,512,64,0.999,0.95,0.3,0,1E-05,500,6.13326072692871,0
0.01,512,64,0.999,0.95,0.3,0,1E-06,282.7,6.35635232925415,103.155271314655
0.01,512,64,0.999,0.95,0.3,0,1E-07,127.6,6.18827438354492,20.1355407178451
0.01,512,64,0.999,0.95,0.3,0.1,1E-05,473.4,6.41007041931152,40.9272525342222
0.01,512,64,0.999,0.95,0.3,0.1,1E-06,199.3,6.0399010181427,22.154232101339
0.01,512,64,0.999,0.95,0.3,0.1,1E-07,421.1,6.37478995323181,157.800158428311
0.01,512,64,0.999,0.95,0.3,0.01,1E-05,321.9,6.1543550491333,94.8013185562311
0.01,512,64,0.999,0.95,0.3,0.01,1E-06,384.1,6.22733235359192,93.1659272481093
0.01,512,64,0.999,0.95,0.3,0.01,1E-07,436.4,6.13823175430298,98.9082403038291
0.01,512,64,0.999,0.95,0.3,0.001,1E-05,479.5,6.15700221061707,32.781854737034
0.01,512,64,0.999,0.95,0.3,0.001,1E-06,210.3,5.98294353485107,107.978747909021
0.01,512,64,0.999,0.95,0.3,0.001,1E-07,216.3,6.39345169067383,28.7543040256585
0.01,512,64,0.999,0.95,0.4,0,1E-05,125.4,6.20454740524292,12.9784436663261
0.01,512,64,0.999,0.95,0.4,0,1E-06,500,6.59810161590576,0
0.01,512,64,0.999,0.95,0.4,0,1E-07,213.3,6.31065320968628,17.6864354803335
0.01,512,64,0.999,0.95,0.4,0.1,1E-05,246.1,6.44617605209351,78.2629541992889
0.01,512,64,0.999,0.95,0.4,0.1,1E-06,197.8,6.28147649765015,90.3369248978511
0.01,512,64,0.999,0.95,0.4,0.1,1E-07,384.9,6.72802639007568,165.830304829968
0.01,512,64,0.999,0.95,0.4,0.01,1E-05,162.6,6.4201238155365,14.058449416632
0.01,512,64,0.999,0.95,0.4,0.01,1E-06,498.7,6.62410759925842,3.9
0.01,512,64,0.999,0.95,0.4,0.01,1E-07,477.2,6.35533046722412,50.4
0.01,512,64,0.999,0.95,0.4,0.001,1E-05,176.3,5.9286801815033,15.1066210649503
0.01,512,64,0.999,0.95,0.4,0.001,1E-06,487.6,6.29258561134338,37.2
0.01,512,64,0.999,0.95,0.4,0.001,1E-07,174,6.12303948402405,83.6205716316266
0.01,512,64,0.999,0.95,0.5,0,1E-05,500,6.35136604309082,0
0.01,512,64,0.999,0.95,0.5,0,1E-06,500,6.06762623786926,0
0.01,512,64,0.999,0.95,0.5,0,1E-07,500,6.16674423217773,0
0.01,512,64,0.999,0.95,0.5,0.1,1E-05,493.6,6.22311401367188,19.2
0.01,512,64,0.999,0.95,0.5,0.1,1E-06,190,6.36938381195068,11.991663771137
0.01,512,64,0.999,0.95,0.5,0.1,1E-07,228.5,6.3071436882019,44.6906030391177
0.01,512,64,0.999,0.95,0.5,0.01,1E-05,472.1,6.26171088218689,44.2548302448445
0.01,512,64,0.999,0.95,0.5,0.01,1E-06,11,6.28476572036743,2.40831891575846
0.01,512,64,0.999,0.95,0.5,0.01,1E-07,105,6.6195592880249,27.1845544381364
0.01,512,64,0.999,0.95,0.5,0.001,1E-05,43.6,6.59841156005859,10.5090437243357
0.01,512,64,0.999,0.95,0.5,0.001,1E-06,500,6.4020311832428,0
0.01,512,64,0.999,0.95,0.5,0.001,1E-07,111.3,6.20622801780701,46.966051569192
0.01,512,64,0.999,0.9,0.1,0,1E-05,330.5,6.52567505836487,9.79030132324843
0.01,512,64,0.999,0.9,0.1,0,1E-06,389.1,6.36676287651062,110.353477516569
0.01,512,64,0.999,0.9,0.1,0,1E-07,318.6,6.45450186729431,95.7206351838516
0.01,512,64,0.999,0.9,0.1,0.1,1E-05,231.3,6.00946593284607,93.79344326764
0.01,512,64,0.999,0.9,0.1,0.1,1E-06,500,6.28200173377991,0
0.01,512,64,0.999,0.9,0.1,0.1,1E-07,147.4,6.21441292762756,24.2082630521068
0.01,512,64,0.999,0.9,0.1,0.01,1E-05,241,6.12652325630188,23.9499478078763
0.01,512,64,0.999,0.9,0.1,0.01,1E-06,196.1,6.26757645606995,30.359347819082
0.01,512,64,0.999,0.9,0.1,0.01,1E-07,304.8,6.39623594284058,116.575125991783
0.01,512,64,0.999,0.9,0.1,0.001,1E-05,112.6,6.46853280067444,11.9012604374495
0.01,512,64,0.999,0.9,0.1,0.001,1E-06,210.4,6.54635858535767,117.428446298161
0.01,512,64,0.999,0.9,0.1,0.001,1E-07,189.9,6.77133321762085,44.1213100440139
0.01,512,64,0.999,0.9,0.2,0,1E-05,284.9,6.25403881072998,96.3093453409377
0.01,512,64,0.999,0.9,0.2,0,1E-06,500,7.21047377586365,0
0.01,512,64,0.999,0.9,0.2,0,1E-07,153.1,6.06987500190735,116.7
0.01,512,64,0.999,0.9,0.2,0.1,1E-05,222.1,6.46755719184876,18.2452733605172
0.01,512,64,0.999,0.9,0.2,0.1,1E-06,467.1,6.52451539039612,59.1175946736672
0.01,512,64,0.999,0.9,0.2,0.1,1E-07,317.7,6.21298241615295,110.195326579669
0.01,512,64,0.999,0.9,0.2,0.01,1E-05,500,5.99656772613525,0
0.01,512,64,0.999,0.9,0.2,0.01,1E-06,126.8,6.07950758934021,5.34415568635496
0.01,512,64,0.999,0.9,0.2,0.01,1E-07,243.5,6.37121677398682,13.6400146627487
0.01,512,64,0.999,0.9,0.2,0.001,1E-05,120.3,6.13139796257019,6.08358446970205
0.01,512,64,0.999,0.9,0.2,0.001,1E-06,115.2,6.27137041091919,42.3504427367649
0.01,512,64,0.999,0.9,0.2,0.001,1E-07,225.5,6.16349244117737,17.6988700204279
0.01,512,64,0.999,0.9,0.3,0,1E-05,409.1,6.25617122650147,116.065024878298
0.01,512,64,0.999,0.9,0.3,0,1E-06,413.2,6.35911178588867,132.863689546843
0.01,512,64,0.999,0.9,0.3,0,1E-07,385.5,5.98941445350647,48.0713012097655
0.01,512,64,0.999,0.9,0.3,0.1,1E-05,417.2,6.16397905349731,71.5385210917866
0.01,512,64,0.999,0.9,0.3,0.1,1E-06,131,6.3630256652832,13.586758259423
0.01,512,64,0.999,0.9,0.3,0.1,1E-07,500,6.56814932823181,0
0.01,512,64,0.999,0.9,0.3,0.01,1E-05,367.6,6.40835332870483,29.3468908063529
0.01,512,64,0.999,0.9,0.3,0.01,1E-06,132.6,6.17678451538086,8.44037913840368
0.01,512,64,0.999,0.9,0.3,0.01,1E-07,184.5,6.30146980285645,15.2134808640232
0.01,512,64,0.999,0.9,0.3,0.001,1E-05,500,6.40224456787109,0
0.01,512,64,0.999,0.9,0.3,0.001,1E-06,500,6.25869703292847,0
0.01,512,64,0.999,0.9,0.3,0.001,1E-07,500,5.97243404388428,0
0.01,512,64,0.999,0.9,0.4,0,1E-05,135.6,5.96243834495544,9.92169340384997
0.01,512,64,0.999,0.9,0.4,0,1E-06,127.8,6.3252227306366,2.03960780543711
0.01,512,64,0.999,0.9,0.4,0,1E-07,150.1,6.59796166419983,12.6842421925789
0.01,512,64,0.999,0.9,0.4,0.1,1E-05,214.7,6.19733452796936,9.4026591983332
0.01,512,64,0.999,0.9,0.4,0.1,1E-06,32.5,6.03587126731873,6.60681466366357
0.01,512,64,0.999,0.9,0.4,0.1,1E-07,400.3,6.69593286514282,152.550352343087
0.01,512,64,0.999,0.9,0.4,0.01,1E-05,214.8,5.98629426956177,14.9050327071094
0.01,512,64,0.999,0.9,0.4,0.01,1E-06,500,6.26856112480164,0
0.01,512,64,0.999,0.9,0.4,0.01,1E-07,151.4,6.10226511955261,53.1228764281453
0.01,512,64,0.999,0.9,0.4,0.001,1E-05,140.6,6.37149000167847,5.93632883186233
0.01,512,64,0.999,0.9,0.4,0.001,1E-06,344.2,6.91988253593445,107.333871634261
0.01,512,64,0.999,0.9,0.4,0.001,1E-07,210.5,6.46928358078003,32.8854070979819
0.01,512,64,0.999,0.9,0.5,0,1E-05,109.9,6.38783311843872,4.48218696620299
0.01,512,64,0.999,0.9,0.5,0,1E-06,443.1,6.54681158065796,70.1276692896606
0.01,512,64,0.999,0.9,0.5,0,1E-07,193.8,6.33997344970703,28.7708185493566
0.01,512,64,0.999,0.9,0.5,0.1,1E-05,500,6.40676403045654,0
0.01,512,64,0.999,0.9,0.5,0.1,1E-06,438.2,6.1531069278717,102.854071382712
0.01,512,64,0.999,0.9,0.5,0.1,1E-07,177.9,5.89628577232361,67.4528724369837
0.01,512,64,0.999,0.9,0.5,0.01,1E-05,65.2,6.3978579044342,6.53911308970873
0.01,512,64,0.999,0.9,0.5,0.01,1E-06,500,6.81219816207886,0
0.01,512,64,0.999,0.9,0.5,0.01,1E-07,495.1,5.99364757537842,9.82293235240883
0.01,512,64,0.999,0.9,0.5,0.001,1E-05,264.1,6.13550162315369,146.652957692643
0.01,512,64,0.999,0.9,0.5,0.001,1E-06,134,6.56120038032532,14.8054044186574
0.01,512,64,0.999,0.9,0.5,0.001,1E-07,171.7,6.17735314369202,9.02274902676562
0.01,512,64,0.999,0.85,0.1,0,1E-05,255.8,6.26146531105042,83.3292265654734
0.01,512,64,0.999,0.85,0.1,0,1E-06,181.4,6.33380961418152,14.409718942436
0.01,512,64,0.999,0.85,0.1,0,1E-07,179,6.96932983398438,19.1624633072056
0.01,512,64,0.999,0.85,0.1,0.1,1E-05,219.6,6.74685430526733,25.1125466649641
0.01,512,64,0.999,0.85,0.1,0.1,1E-06,226.5,6.40158605575562,92.103474418721
0.01,512,64,0.999,0.85,0.1,0.1,1E-07,408.4,6.52577447891235,80.9817263337847
0.01,512,64,0.999,0.85,0.1,0.01,1E-05,386,6.08432459831238,94.5219551215483
